osID,title,ai_health_related,nlp_health_related,ai_disease_areas,nlp_disease_areas,agree_health,agree_areas,any_overlap,ai_only_areas,nlp_only_areas
OS-816,Simulated Microgravity-Induced Systemic Inflammation and Its Impact on Circulatory Function and Structure (Postdoctoral Fellowship),True,False,Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Musculoskeletal diseases,
OS-817,Effect of Microgravity on Adipose Tissue Remodeling and Function,True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
OS-818,Housing Temperature: An Important Variable for Simulated Spaceflight Studies Using Mice,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-819,Bone Remodeling under Differential Gravitational Environments,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-82,SLS-2 Summary of MHC Isoform Data,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-820,Upstream Regulation of Nox2 and Skeletal Muscle Atrophy During Microgravity and Countermeasure Development,True,True,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Cardiovascular diseases; Musculoskeletal diseases; Neurological diseases,True,False,True,Endocrine and metabolic diseases,Neurological diseases
OS-821,The Effect of Microgravity on Neuronal Cytoskeletal and Intracellular Trafficking,True,True,Cancer; Cardiovascular diseases; Mental health; Musculoskeletal diseases; Neurological diseases,Endocrine and metabolic diseases; Mental health,True,False,True,Cancer; Cardiovascular diseases; Musculoskeletal diseases; Neurological diseases,Endocrine and metabolic diseases
OS-822,Humidity and Microbial Growth in ISS Dust (HUMID),True,False,,,False,True,False,,
OS-823,A Systems-Biology Approach to Assessing the Impact of a Centrifugation Model of Spaceflight on Cross-System Communication (SIMBA),True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases; Women's health,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases; Women's health,
OS-824,Effects of Simulated Microgravity on Sumoylation,True,False,Cancer; Musculoskeletal diseases; Neurological diseases,,False,False,False,Cancer; Musculoskeletal diseases; Neurological diseases,
OS-825,Seeing is believing: Investigating visual neuroplasticity through morphological analysis of retinal and brain neurons in spaceflight specimens,True,False,Eye diseases; Neurological diseases,,False,False,False,Eye diseases; Neurological diseases,
OS-826,Twin Study validation,True,False,Mental health,,False,False,False,Mental health,
OS-827,Use of dietary histidine to counteract lymphatic and mucosal immune dysfunction due to space dysbiosis,True,False,Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Endocrine and metabolic diseases; Rare inherited disorders,
OS-828,Gap Junctions and Microgravity Induced Bone Loss,True,True,Musculoskeletal diseases,Endocrine and metabolic diseases,True,False,False,Musculoskeletal diseases,Endocrine and metabolic diseases
OS-829,Microgravity Effects on Mammary 3D Tissue Architecture and Role of Stem Cells and Genetics,True,True,Cancer; Rare inherited disorders; Women's health,Cancer,True,False,True,Rare inherited disorders; Women's health,
OS-83,Mir 19 Effect of Microgravity on Afferent Innervation,True,False,Neurological diseases,,False,False,False,Neurological diseases,
OS-830,Behavior of Mice Aboard the International Space Station,True,False,Mental health; Neurological diseases; Women's health,,False,False,False,Mental health; Neurological diseases; Women's health,
OS-831,Effects of simulated microgravity and partial unloading on organ systems of the body,True,False,Musculoskeletal diseases; Neurological diseases; Women's health,,False,False,False,Musculoskeletal diseases; Neurological diseases; Women's health,
OS-832,Telomere Length Regulation in Muscle Atrophy,True,True,Cancer; Musculoskeletal diseases,Musculoskeletal diseases; Neurological diseases,True,False,True,Cancer,Neurological diseases
OS-833,Approaching gravity as a continuum: musculoskeletal effects of fractional reloading,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-834,Quantifying selection for pathogenicity and antibiotic resistance in bacteria and fungi on the ISS – a microbial tracking study,True,False,,,False,True,False,,
OS-835,Effect of space radiation on cytomegalovirus reactivation and lytic replication,True,False,Mental health,,False,False,False,Mental health,
OS-836,Microbial social behavior and heritable genetic or epigenetic changes affected by the spaceflight environment: Understanding the evolution of microbial interactions during spaceflight,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases,
OS-837,An 'Omics' Approach to Identify the Differential Effects of Altered Gravity on Skeletal vs. Cardiac Muscle (Postdoctoral Fellowship),True,False,Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Musculoskeletal diseases,
OS-838,Temporal Impact of Simulated Microgravity on Ocular Vascular Hydrodynamics,True,True,Cardiovascular diseases; Eye diseases; Musculoskeletal diseases; Neurological diseases; Women's health,Eye diseases; Neurological diseases,True,False,True,Cardiovascular diseases; Musculoskeletal diseases; Women's health,
OS-839,"Effects of Low-Dose Radiation on Neurovascular Remodeling and Blood-Retina Barrier Function in Mice, Rats and Rabbits",True,True,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,Cardiovascular diseases; Eye diseases; Neurological diseases,True,False,True,Cancer,
OS-84,NASA 2 Effect of Microgravity on Afferent Innervation,True,False,Neurological diseases,,False,False,False,Neurological diseases,
OS-840,Dose-Response Study of Musculoskeletal Outcomes Following Centrifugation in Adult Mice on ISS,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Musculoskeletal diseases; Neurological diseases,True,False,True,Endocrine and metabolic diseases,Neurological diseases
OS-841,Organism/Organic Exposure to Orbital Stresses (O/OREOS),True,False,Cancer; Endocrine and metabolic diseases,,False,False,False,Cancer; Endocrine and metabolic diseases,
OS-842,The Impact of Simulated Microgravity on the Anti-Tumor Properties of Human NK-Cells and γ δ -T Cells In Vivo: IL-2 and Zoledronic Acid Therapy as a Potential Countermeasure,True,True,Cancer,Cancer,True,True,True,,
OS-843,Mighty Mice in Space: Preclinical Evaluation of a Broad Spectrum Mysotatin Inhibitor to Prevent Muscle Loss and Bone Loss Due to Disuse,True,True,Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Women's health,Cancer; Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Neurological diseases; Rare inherited disorders; Women's health,True,False,True,,Cancer; Neurological diseases; Rare inherited disorders
OS-844,Oxidative Stress and the Neuroconsequences of Spaceflight Environment -- Immune Dysregulation and Antioxidant Dietary Countermeasure Efficacy,True,False,Mental health; Neurological diseases; Women's health,,False,False,False,Mental health; Neurological diseases; Women's health,
OS-845,Examining the Effects of Spaceflight on GSK3 Activation in Murine Muscle and Bone,True,True,Endocrine and metabolic diseases; Musculoskeletal diseases; Women's health,Musculoskeletal diseases; Neurological diseases,True,False,True,Endocrine and metabolic diseases; Women's health,Neurological diseases
OS-846,"Impact of Inflight Stress and Sleep Disturbances on Brain Function, Neural Communication, and Inflammation",True,False,Mental health; Musculoskeletal diseases; Neurological diseases,,False,False,False,Mental health; Musculoskeletal diseases; Neurological diseases,
OS-847,Individual Differences in the Neuronal and Behavioral Response to Exposure to HZE Particles,True,False,Mental health; Neurological diseases,,False,False,False,Mental health; Neurological diseases,
OS-848,NASA Specialized Center of Research on Carcinogenesis,True,True,Cancer; Mental health,Cancer,True,False,True,Mental health,
OS-849,Neurobehavioral and CNS-Related Physiological Changes Following Space Radiation,True,True,Cancer; Mental health; Neurological diseases,Cancer,True,False,True,Mental health; Neurological diseases,
OS-85,STS-81 Microgravity Effects on Bone Cell Gene Expression,True,True,Musculoskeletal diseases,Cancer,True,False,False,Musculoskeletal diseases,Cancer
OS-850,Changes in the Neuroproteome Associated with HZE-Induced Impairment of Cognition,True,True,Mental health; Neurological diseases,Mental health,True,False,True,Neurological diseases,
OS-851,Effects of Space Radiation on Long-Term Synaptic Plasticity and Neurogenesis in Normal and Alzheimer's Disease Transgenic Mice,True,True,Neurological diseases,Mental health; Neurological diseases,True,False,True,,Mental health
OS-853,Determination of Risk for and Occurrence of Heart Disease from Space Radiation,True,True,Cardiovascular diseases; Endocrine and metabolic diseases; Kidney diseases,Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Women's health,True,False,True,Endocrine and metabolic diseases,Musculoskeletal diseases; Women's health
OS-854,Hadron-induced Impairment of Executive Function: Role of Perturbed Neurotransmission and the Exacerbating Impact of Sleep Deprivation,True,True,Mental health; Women's health,Mental health,True,False,True,Women's health,
OS-855,HZE Particle Exposure-Induced Improvement of Pattern Separation in Mature Mice: Alterations in Mission-Relevant Behaviors and Neural Circuitry,True,True,Mental health; Neurological diseases; Women's health,Cardiovascular diseases; Neurological diseases,True,False,True,Mental health; Women's health,Cardiovascular diseases
OS-856,Induction of Hepatocellular Carcinoma by Space Radiation: A Systems Biology Study of Causative Mechanisms,True,True,Cancer; Endocrine and metabolic diseases,Cancer,True,False,True,Endocrine and metabolic diseases,
OS-857,The Role of Oxidative Stress and Inflammation on Synaptic Functions After Exposure to Space Radiation,True,False,Mental health; Musculoskeletal diseases; Neurological diseases,,False,False,False,Mental health; Musculoskeletal diseases; Neurological diseases,
OS-858,Radiation-Induced Apoptosis Avoidance and Colon Tumorigenesis: Epigenetic Regulation in Adult Stem Cells,True,True,Cancer; Endocrine and metabolic diseases,Cancer,True,False,True,Endocrine and metabolic diseases,
OS-86,STS-84 Microgravity Effects on Bone Cell Gene Expression,True,True,Musculoskeletal diseases,Cancer,True,False,False,Musculoskeletal diseases,Cancer
OS-860,Proteomic Signatures of Space Radiation Induced Cardiovascular Degeneration,True,True,Cardiovascular diseases,Cardiovascular diseases,True,True,True,,
OS-862,Impact of Space-Radiation Induced Alterations on Toxic Protein Accumulation Associated with Neurodegenerative Disease,True,True,Cancer; Mental health; Neurological diseases; Rare inherited disorders; Women's health,Cancer; Mental health; Neurological diseases,True,False,True,Rare inherited disorders; Women's health,
OS-863,Mouse Models of Cancer Risk and Prevention from Space Radiation,True,True,Cancer; Women's health,Cancer,True,False,True,Women's health,
OS-864,Physical and Biological Modulators of Space Radiation Carcinogenesis: Mechanistically- Based Model Development for Space Radiation Risk Assessment,True,True,Cancer,Cancer,True,True,True,,
OS-865,Effect of GCR Exposure on the Functional Status of the DNA Repair Machinery and Its Contribution to Cancer Risk,True,True,Cancer,Cancer,True,True,True,,
OS-866,Determining Gender Differences in the Incidence of Lung Adenocarcinoma After Space Radiation Exposure,True,True,Cancer; Women's health,Cancer,True,False,True,Women's health,
OS-867,Effects of Partial Gravity on Multi-system Mammalian Physiology: Microbiome and Related Systems,True,False,Endocrine and metabolic diseases; Mental health,,False,False,False,Endocrine and metabolic diseases; Mental health,
OS-868,"Adaptation of Mouse Systems Physiology to Artificial Gravity via Centripetal Acceleration: Timing, Metabolism & Aging",True,False,Endocrine and metabolic diseases; Mental health; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Mental health; Musculoskeletal diseases,
OS-869,Simulation of GCR-Induced Harderian Gland and Lung Tumorigenesis,True,True,Cancer; Women's health,Cancer,True,False,True,Women's health,
OS-87,Spaceflight Effects on Regeneration in Lower Vertebrates: Molecular-Biology and Cytochemistry Examinations,True,True,Cancer,Musculoskeletal diseases,True,False,False,Cancer,Musculoskeletal diseases
OS-870,NSCOR: Mechanisms Underlying Charged Particle-Induced Disruption of CNS Function,True,True,Cancer; Mental health; Musculoskeletal diseases; Neurological diseases,Mental health; Neurological diseases,True,False,True,Cancer; Musculoskeletal diseases,
OS-871,"Gamma-Tocotrienol as a Countermeasure against High-Energy Charged Particle-Induced Carcinogenesis, Cardiovascular Disease, and Central Nervous System Effects",True,True,Cancer; Cardiovascular diseases; Mental health; Musculoskeletal diseases; Neurological diseases; Women's health,Cancer; Cardiovascular diseases,True,False,True,Mental health; Musculoskeletal diseases; Neurological diseases; Women's health,
OS-872,Mouse Circling Behavior in Space: Rewarding Behavior or Stress Response?,True,False,Mental health; Neurological diseases; Women's health,,False,False,False,Mental health; Neurological diseases; Women's health,
OS-873,"The Relation Between Cognitive Injury, Network Stability, and Epigenetic Change Following Exposure to Space Radiation",True,False,Cancer; Mental health; Neurological diseases,,False,False,False,Cancer; Mental health; Neurological diseases,
OS-874,Space Relevant Radiation-Induced Cardiovascular Disease Risk Thresholds: Effect of Gender on the Outcome,True,True,Cancer; Cardiovascular diseases; Mental health; Women's health,Cardiovascular diseases,True,False,True,Cancer; Mental health; Women's health,
OS-875,[No title — OSDR record OS-875],False,False,,,True,True,False,,
OS-876,VNSCOR: Mechanisms of Radiation-Induced Changes in Sustained Attention and Social Processing,True,True,Cancer; Mental health; Neurological diseases,Mental health,True,False,True,Cancer; Neurological diseases,
OS-877,Effects of Microgravity on Ocular Vascular Hydrodynamics,True,True,Cardiovascular diseases; Eye diseases,Cardiovascular diseases; Eye diseases; Neurological diseases,True,False,True,,Neurological diseases
OS-878,Role of DJ1 protein in dopamine dysregulation of the brain in spaceflight condition,True,True,Mental health; Neurological diseases,Mental health,True,False,True,Neurological diseases,
OS-879,Skeletal and systemic stress indicators using dental biomarkers,True,False,Endocrine and metabolic diseases; Mental health; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Mental health; Musculoskeletal diseases,
OS-88,The Effect of Spaceflight on Cartilage Cell Cycling and Differentiation,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-880,Countermeasures Against Adverse Effects of Space Radiation,True,True,Cancer; Cardiovascular diseases; Musculoskeletal diseases; Neurological diseases; Women's health,Cancer,True,False,True,Cardiovascular diseases; Musculoskeletal diseases; Neurological diseases; Women's health,
OS-882,Cardiovascular Responses to Simulated Spaceflight: Molecular Signatures and Surrogate Outputs to Measure CVD Risk,True,True,Cancer; Cardiovascular diseases; Mental health; Neurological diseases; Women's health,Cardiovascular diseases,True,False,True,Cancer; Mental health; Neurological diseases; Women's health,
OS-883,Particle Radiation-Induced Dysregulation of Protein Homeostasis in the Brain,True,True,Cancer; Neurological diseases; Women's health,Cancer; Mental health; Neurological diseases,True,False,True,Women's health,Mental health
OS-884,Ovarian cancer and space radiation,True,True,Cancer; Endocrine and metabolic diseases; Women's health,Cancer; Endocrine and metabolic diseases; Women's health,True,True,True,,
OS-885,"Probing the synergistic effects of radiation, altered gravity and stress on behavioral cognitive and sensorimotor functions to predict performance decrement in astronauts",True,True,Mental health; Neurological diseases; Women's health,Neurological diseases,True,False,True,Mental health; Women's health,
OS-886,Develop a novel single-cell biodosimetry for brain genomic instability and neurodegeneration to predict clinical health outcomes in human spaceflight crews,True,False,Mental health; Neurological diseases,,False,False,False,Mental health; Neurological diseases,
OS-887,Osteocyte Plasma Membrane Disruptions in Skeletal Adaptation to Loading and Unloading,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-888,Thrombosis in Microgravity,True,True,Cardiovascular diseases; Neurological diseases,Cardiovascular diseases,True,False,True,Neurological diseases,
OS-889,Space Environment and Epigenetics of Endocrine Regulation of DNA Repair and Cell Cycle in Mammary Epithelial Cells,True,True,Cancer; Women's health,Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders,True,False,False,Cancer; Women's health,Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases; Rare inherited disorders
OS-89,Effects of Microgravity on the Body Wall Muscles in Rodents,True,True,Musculoskeletal diseases,Neurological diseases,True,False,False,Musculoskeletal diseases,Neurological diseases
OS-890,"A Technology To Measure Gait, Egress, and Locomotor Performance in Perturbed Environmental Conditions After Simulated Spaceflight",True,False,Eye diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Eye diseases; Musculoskeletal diseases; Neurological diseases,
OS-891,Influence of sex hormones on nervous system and musculoskeletal health in micro- and Martian fractional gravity in rat analogues,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases; Women's health,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases; Women's health,
OS-892,Role of Mesenchymal Stem Cells in Microgravity Induced Bone Loss,True,True,Cancer; Endocrine and metabolic diseases; Musculoskeletal diseases,Musculoskeletal diseases,True,False,True,Cancer; Endocrine and metabolic diseases,
OS-893,Integration of in-silico and in-vivo models for determining preclinical indicators and/or integrated biomarkers of radiation-induced vascular dysfunction,True,False,Cancer; Cardiovascular diseases; Women's health,,False,False,False,Cancer; Cardiovascular diseases; Women's health,
OS-894,Space radiation exposure and risk mediated by clonal hematopoiesis,True,True,Cancer; Cardiovascular diseases; Musculoskeletal diseases,Cancer; Musculoskeletal diseases,True,False,True,Cardiovascular diseases,
OS-895,Effect of space radiation on innate immune system homeostasis drives immune and endothelial cell dysfunction and neurodegeneration,True,True,Cardiovascular diseases; Mental health; Musculoskeletal diseases; Neurological diseases; Women's health,Cancer; Cardiovascular diseases,True,False,True,Mental health; Musculoskeletal diseases; Neurological diseases; Women's health,Cancer
OS-896,Potential Role of the Endothelium in Internal Jugular Venous Thrombosis due to Abnormal Venous Flow Patterns During Spaceflight,True,True,Cardiovascular diseases,Cardiovascular diseases,True,True,True,,
OS-897,Exercise training as countermeasure for anti-tumor immune dysregulation due to isolation and confinement stress,True,True,Cancer; Mental health,Cancer,True,False,True,Mental health,
OS-898,Identifying spaceflight-induced mutations and DNA damage using single-cell DNA sequencing,True,True,Cancer,Cancer,True,True,True,,
OS-899,Effect of spaceflight on mouse mandibular bone and teeth by MicroCT analysis,True,True,Musculoskeletal diseases,Endocrine and metabolic diseases,True,False,False,Musculoskeletal diseases,Endocrine and metabolic diseases
OS-9,Effects of Microgravity-Induced Weightlessness on Aurelia Ephyra Differentiation and Statolith Synthesis,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
OS-90,Histological Effects of Microgravity on Rat Body Wall Musculature Raw Data,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases,
OS-900,Impact of Spaceflight on Beneficial Animal-Microbe Interactions,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-901,Radiation resistance conferred by small proline rich repeat proteins (SPRRs),True,True,Cardiovascular diseases; Neurological diseases,Cardiovascular diseases,True,False,True,Neurological diseases,
OS-902,Partial Weight-Bearing in Female Rats: Proof of Concept in a Martian-Gravity Analog,True,True,Musculoskeletal diseases; Women's health,Musculoskeletal diseases; Neurological diseases,True,False,True,Women's health,Neurological diseases
OS-903,Effects of Acute and Protracted Galactic Cosmic Radiation on Bone Strength,True,True,Cancer; Mental health; Musculoskeletal diseases; Neurological diseases,Musculoskeletal diseases,True,False,True,Cancer; Mental health; Neurological diseases,
OS-904,Exposure to 33-Particle Galactic Cosmic Radiation (GCR): Negative Impact on Translationally-relevant Hippocampal-based Cognition and Prevention of GCR-induced Deficits by Acute Treatment with the Anti-inflammatory CDDO-EA,True,True,Mental health; Neurological diseases; Women's health,Neurological diseases,True,False,True,Mental health; Women's health,
OS-905,The Effects of Microgravity on Tendon Mechanical Properties,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
OS-906,Microgravity Analogs as Proxies for Spaceflight to Validate Biofilm Formation and the Exchange of Genes Between Organisms,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-907,Spatiotemporal Mapping of the Impact of Spaceflight on the Heart and Brain,True,False,Cardiovascular diseases; Neurological diseases,,False,False,False,Cardiovascular diseases; Neurological diseases,
OS-908,"High-Resolution, Murine Spatial Transcriptome Mapping of the Impact of Spaceflight (Postdoctoral Fellowship)",True,False,Eye diseases; Neurological diseases,,False,False,False,Eye diseases; Neurological diseases,
OS-91,"The Effect of Microgravity on the Morphology and Function of the Nervous System, Skeleton and Endocrine Organs of the Gecko",True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases; Women's health,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases; Women's health,
OS-911,"Adaptation of Mouse Systems Physiology to Artificial Gravity via Centripetal Acceleration: Timing, Metabolism, and Aging",True,False,Endocrine and metabolic diseases; Mental health; Musculoskeletal diseases; Neurological diseases,,False,False,False,Endocrine and metabolic diseases; Mental health; Musculoskeletal diseases; Neurological diseases,
OS-913,Epigenetic Adaptation to the Spaceflight Environment - Accumulated Genomic Change Induced by Generations in Space,False,False,,,True,True,False,,
OS-915,RR-20: Static Bone Properties and Estrogen Receptor Expression,True,False,Musculoskeletal diseases; Women's health,,False,False,False,Musculoskeletal diseases; Women's health,
OS-916,Evaluating spaceflight-induced mitochondrial and zinc homeostasis changes in the murine brain,True,True,Mental health; Musculoskeletal diseases; Neurological diseases; Women's health,Neurological diseases,True,False,True,Mental health; Musculoskeletal diseases; Women's health,
OS-917,"Characterization of Fungal Biofilm (Molds) Formation, Growth, and Gene Expression on Different Materials in Microgravity",True,False,Cardiovascular diseases; Kidney diseases,,False,False,False,Cardiovascular diseases; Kidney diseases,
OS-918,Plant Habitat-01 (PH-01): An Integrated Omics Guided Approach to Lignification and Gravitational Responses in Plants,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-919,Partial Gravity and Sex-Difference Effects on the Venous Circulation,True,False,Cardiovascular diseases; Women's health,,False,False,False,Cardiovascular diseases; Women's health,
OS-92,Spaceflight Effects on Structural Stability and Genetic Information Transfer in Plasmid pIJ702 of Actinomycetes Streptomyces lividans 66,True,False,Rare inherited disorders,,False,False,False,Rare inherited disorders,
OS-921,Feasibility study: Use of Neural Networks to Predict Adaptability and Multiday Performance Saving in Dual Motor-Cognitive Tasks After Exposure to Space Flight Stressors,True,False,Mental health; Neurological diseases,,False,False,False,Mental health; Neurological diseases,
OS-926,Tailoring Lunar Regolith to Plant Nutrition,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-927,"Growth, physiology and nutrition dynamics of potato plants grown on lunar regolith simulant medium",True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-928,The metabolomic impact of lunar regolith-based substrate on tomatoes,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
OS-929,Engineering plant-microbial interactions for improved plant growth on simulated lunar regolith,False,False,,,True,True,False,,
OS-93,Spaceflight Effects on Regeneration in Lower Vertebrates: Molecular-Biology and Cytochemistry Examinations,True,False,Cancer; Endocrine and metabolic diseases,,False,False,False,Cancer; Endocrine and metabolic diseases,
OS-930,Automated deep learning for spaceflight rodent behavior quantification and health phenotyping,True,False,Mental health,,False,False,False,Mental health,
OS-94,Structure and Function of the Snail Statocyst System after Flight on Foton-M-3,True,False,Neurological diseases,,False,False,False,Neurological diseases,
OS-943,Germfree Plant and Tissue Culture Development and Lunar Challenge Investigations,True,False,Cardiovascular diseases,,False,False,False,Cardiovascular diseases,
OS-944,Activation Analyses of Plants and Tissue Culture Cells Treated with Lunar and Terrestrial Materials,False,False,,,True,True,False,,
OS-945,Molecular Biology of Growth and Cell Remodeling within the Spaceflight Environment,False,False,,,True,True,False,,
OS-946,Transgenic Plant Biomonitors of Space Flight Exposure,False,False,,,True,True,False,,
OS-947,Spaceflight Alters Post-Transcriptional Regulation,False,False,,,True,True,False,,
OS-95,HOBO Combo Data,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
OS-96,Duke Proteomics Data,True,False,Cancer; Cardiovascular diseases; Musculoskeletal diseases,,False,False,False,Cancer; Cardiovascular diseases; Musculoskeletal diseases,
OS-97,STS-135 Mouse retina gene expression and immunohistochemical sections,True,False,Eye diseases,,False,False,False,Eye diseases,
OS-98,Integrative Response of C. elegans to Environmental Stresses in Microgravity,True,True,Mental health; Musculoskeletal diseases,Neurological diseases,True,False,False,Mental health; Musculoskeletal diseases,Neurological diseases
OS-99,Novel Double-Hit Mouse Model to Investigate Oxidative Damage from Radiation/Hyperoxia - Evaluation of Dietary Flaxseed as Countermeasure: Acute/Early Model (2 weeks),True,True,Cancer; Endocrine and metabolic diseases,Neurological diseases,True,False,False,Cancer; Endocrine and metabolic diseases,Neurological diseases
SSRE-1KUNZ-PF,1KUNZ-PF,False,False,,,True,True,False,,
SSRE-2020-PRINT,2020 Print,False,False,,,True,True,False,,
SSRE-2D-NANOTEMPLATE,Production of Two Dimensional NanoTemplate in Microgravity,False,False,,,True,True,False,,
SSRE-3D-CARDIAC-ORGANOID-CULTURES,Studying the Effects of Microgravity on Cardiac Organoid Cultures,True,False,Cardiovascular diseases,,False,False,False,Cardiovascular diseases,
SSRE-3D-COLLOIDAL-CRYSTALS,Fabrication of Large 3D Colloidal Crystals in Space,False,False,,,True,True,False,,
SSRE-3D-PRINTED-ANTENNA-FEEDHORN,On-Orbit Validation of Additive Manufacturing of High Frequency Microwave Components in Microgravity,False,False,,,True,True,False,,
SSRE-3D-PRINTING-IN-ZERO-G,3D Printing In Zero-G Technology Demonstration,False,False,,,True,True,False,,
SSRE-3D-SPACE,Mental Representation of Spatial Cues During Space Flight,True,False,Mental health,,False,False,False,Mental health,
SSRE-3D-VIT,3D Visual Training,True,False,Eye diseases; Neurological diseases,,False,False,False,Eye diseases; Neurological diseases,
SSRE-3DA1-CAMCORDER,Panasonic 3D Camera,False,False,,,True,True,False,,
SSRE-3DMM,Three-dimensional Microbial Monitoring (3DMM) of ISS Environment,True,False,Musculoskeletal diseases; Rare inherited disorders,,False,False,False,Musculoskeletal diseases; Rare inherited disorders,
SSRE-3DOIS,Organoid Formation from Human Stem Cells,True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Eye diseases; Kidney diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Eye diseases; Kidney diseases; Neurological diseases; Rare inherited disorders,
SSRE-A-HOSS,Artemis HERA on Space Station,False,False,,,True,True,False,,
SSRE-ACE-H-1,Advanced Colloids Experiment-Heated-1,False,False,,,True,True,False,,
SSRE-ACE-H-2,Advanced Colloids Experiment-Heated-2,False,False,,,True,True,False,,
SSRE-ACE-M-1,Advanced Colloids Experiment-Microscopy-1,False,False,,,True,True,False,,
SSRE-ACE-M-2,Advanced Colloids Experiment-Microscopy-2,False,False,,,True,True,False,,
SSRE-ACE-M-3,Advanced Colloids Experiment-Microscopy-3,False,False,,,True,True,False,,
SSRE-ACE-T-1,Advanced Colloids Experiment-Temperature control-1,False,False,,,True,True,False,,
SSRE-ACE-T-10,Advanced Colloids Experiment-Temperature-10,False,False,,,True,True,False,,
SSRE-ACE-T-11,Advanced Colloids Experiment-Temperature Control and Gradient Sample-11 (ACE-T-11),False,True,,Eye diseases,False,False,False,,Eye diseases
SSRE-ACE-T-12,Advanced Colloids Experiment-Nanoparticle Haloing,False,False,,,True,True,False,,
SSRE-ACE-T-2,Advanced Colloids Experiment-Temperature-2,False,False,,,True,True,False,,
SSRE-ACE-T-4,Advanced Colloids Experiment-Temperature-4,False,False,,,True,True,False,,
SSRE-ACE-T-5,Advanced Colloids Experiment-Temperature-5,False,False,,,True,True,False,,
SSRE-ACE-T-6,Advanced Colloids Experiment-Temperature-6,False,False,,,True,True,False,,
SSRE-ACE-T-7,Advanced Colloids Experiment-Temperature-7,False,False,,,True,True,False,,
SSRE-ACE-T-9,"Advanced Imaging, Folding, and Assembly of Colloidal Molecules",False,False,,,True,True,False,,
SSRE-ACE-T-ELLIPSOIDS,Nonequilibrium Processing of Particle Suspensions with Thermal and Electrical Field Gradients,False,False,,,True,True,False,,
SSRE-ACES,Atomic Clock Ensemble in Space,False,False,,,True,True,False,,
SSRE-ACME,Advanced Combustion via Microgravity Experiments,False,False,,,True,True,False,,
