osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url,health_related,disease_areas,primary_disease_area,relevance_type,classification_source,non_health_category
OS-667,Effect of Spaceflight on Lung Gene and Protein Expression Profiles,"Analyses will be completed to identify the set of lung genes that differed in expression between C57Bl/6 mice flown on Space Shuttle Atlantis, STS-135 and BALB/c mice from Space Shuttle Discovery, STS-133 missions. In a second analysis, C57Bl/6 and BALB/c mice pulmonary gene expression levels will be compared with ground control groups. Further study of these genes may yield specific candidates for subsequent clinical investigation for factors influencing pulmonary response to the space flight condition.","Strain comparison of gene expression data: Analyses will be completed to identify the set of lung genes that differed in expression between C57Bl/6 mice flown on STS-135 and BALB/c mice from STS-133 missions. In a second analysis, C57Bl/6 and BALB/c mice pulmonary gene expression levels will be compared with ground control groups.

Altered expression of proteins in lung: We will apply proteomics approach using high-resolution two-dimensional gel electrophoresis (2DE) and matrix-assisted laser desorption ionization-time of flight (MALDI-TOF) mass spectrometry (MS) to evaluate relative changes in protein abundance in response to spaceflight.

Histopathological changes in lung: Characterization of the lung disease in C57Bl/6 and BALB/C mice from the flight and ground control groups will be assessed by histological analysis. Lung histological modifications will be correlated with the transcriptional up-regulation of pro-inflammatory mediators by microarray analysis.","Further data analysis is in progress to characterize oxidative gene expression in RSV-infected mice that flew in space as well as in ground-based mouse models of space flight:  We will test the hypothesis that hindlimb unloading (HLU) model alters the expression of antioxidant (AOEs) and H2S enzymes levels in a BALB/c mouse model of viral infection, and the results will be compared with space flight data from STS-133 mission.",National Aeronautics and Space Administration (NASA),"Immunology
Omics",,,0,,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-667,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-668,Changes in mouse thymus and spleen after return from the STS-135 mission in space,"Our published findings on the thymus and immune data from FLT mice (STS-108 and STS-118), as well as from mice exposed to simulated SPE protons, support our hypothesis that spaceflight conditions increase the risk for cancer by up-regulating genes associated with cancer development and dysregulation of T cell maturation.
Specific Aim1. Determine expression level of proteins derived from significantly modulated cancer genes.
Specific Aim 2. Determine the functional status of genes and protein levels associated with T cell subset (Th1, Th2, Th3) development and signaling pathways.
The data are needed to determine whether the genetic changes previously found in the thymus from FLT mice (STS-118) correlate with the levels of the encoded proteins. In addition, dysregulation of T cell subset maturation in the thymus would have a negative impact on
functions and interactions of the cells after their transit to other body sites, thus compromising capacity to destroy malignant or potentially malignant cells throughout the body.","Organs were further evaluated in C57BL/6 mice after Space Shuttle Atlantis returned from a 13-day mission. Thymuses and spleens were harvested from flight (FLT) mice and ground controls housed in similar animal enclosure modules (AEM). Organ and body mass, DNA fragmentation and expression of genes related to T cells and cancer were determined.","Although significance was not obtained for thymus mass, DNA fragmentation was greater in the FLT group (P<0.01). Spleen mass alone and relative to body mass was significantly decreased in FLT mice (P<0.05). In FLT thymuses, 6/84 T cell-related genes were affected versus the AEM control group; 15/84 cancer-related genes had altered expression. In the spleen, 8/84 cancer-related genes were affected in FLT mice compared to AEM controls. Pathway analysis (apoptosis signaling and checkpoint regulation) was used to map relationships among the cancer-related genes. The results showed that a relatively short mission in space had a significant impact on both organs. The findings also indicate that immune system aberrations due to stressors associated with space travel should be included when estimating risk for pathologies such as cancer and infection and in designing appropriate countermeasures.",National Aeronautics and Space Administration (NASA),Cell and molecular biology,,,3,Changes in mouse thymus and spleen after return from the STS-135 mission in space | The Effects of the Spaceflight Environment on Stress Pathways | Genetic and apoptotic changes in lungs of mice flown on the STS-135 mission in space,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-668,True,Cancer,Cancer,direct,keyword,
OS-669,Rodent Tail and Brain Deconditioning after 10-15 Days of Microgravity,"We hypothesize that tail disc morphology, cell content, swelling pressure, and glycosaminoglycan (GAG) and proteoglycan (PG) concentrations will significantly decrease following exposure to 10-15 days of space flight. In addition, we hypothesize that microgravity will lead to extracellular matrix damage and significantly reduced disc-compression performance following microgravity. Finally, gene expression mRNA microarray analysis will be conducted on brain samples to identify classes of genes that are differentially expressed between the space flight mice and ground control mice.","To test our hypotheses, we harvested and tested tails and brains from ground-based control mice and flight mice exposed to 10-15 days microgravity on STS-135. Tails and brains will be frozen in liquid nitrogen and transported in dry ice to UCSD and UCSF for accepted methods to test disc morphology, cell content, water content, swelling pressure, GAG and PG concentrations and biomechanics. We will add the STS-135 data to the prior data for STS-131 to reach significance for more parameters in our draft paper for peer review. We need at least 6-8 more mice in each group so that, based on power analysis from our initial data set, we could detect a difference within the STS-135 sample, and also detect differences between the STS-135 and STS-131 samples. The latter test would allow us to combine tails from the two flights.  Brain samples from 6-8 more mice in each group will help identify altered gene activity related to fluid shifts.",No conclusive data were obtained as blinded dissection errors occurred after landing and sample size became too low.,National Aeronautics and Space Administration (NASA),"Bone and calcium physiology
Cell and molecular biology
Muscle physiology
Skeletal physiology",,,3,Using the Moon as a high-fidelity analogue environment to study biological and behavioral effects of long-duration space exploration | Long-duration bed rest as an analog to microgravity | Thirty days of spaceflight does not alter murine calvariae structure despite increased Sost expression,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-669,True,Neurological diseases; Musculoskeletal diseases,Neurological diseases,direct,keyword,
OS-672,Evaluation of Changes in Thymus and Spleenocytes After Spaceflight,"The samples requested from STS-135 will be used to examine further changes in thymus and immune cells of flown mice. Excellent results have resulted from our initial experiment on STS-131. However, more sample is needed for follow-up to fully complete the study. First, we need to have more data on the thymus, e.g. protein composition of the thymus may be altered in spaceflight since a difference in texture of the thymus was noted, but we do not know the cause. We would send the thymus out for fat analysis, and in house do key protein content of the organ as well as verify the changes in RNA induction. Secondly, we request spleen samples to verify RNA T-cell induction data collected on STS-131 as well as collection of protein from the spleens to investigate target proteins suggested from the STS-131 astro mice.","The objective of this study was to evaluate the effect of spaceflight on early T-cell activation. C57BL/6J female mice were exposed to microgravity for 15 days on STS-131. Splenocytes were harvested within 2–3 hours postflight, and cells isolated and activated (~9 hours after landing) with Concanavalin A and antiCD28 for 2.5 hours. Cells were harvested (11.5 hours post landing) and stored in RNAprotect (Qiagen) at –80°C. Total RNA was isolated from the activated samples with RNeasy (Qiagen).",Due to limited initial sample size our results were not statistically complete. However flight results on STS-131 were very successful and the results are being prepared for publication.,National Aeronautics and Space Administration (NASA),Immunology,,,0,,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-672,True,Women's health,Women's health,direct,keyword,
OS-673,Effect of exposure to microgravity on the fast-type neuromuscular unit,"Investigate the effects of microgravity on the fiber properties of the mouse triceps brachii, a forelimb muscle that has no antigravity function.",Mice (n = 7) were exposed to microgravity for 13 days on the space shuttle Atlantis (Space Transportation System-135). The fiber cross-sectional area (CSA) and succinate dehydrogenase (SDH) staining intensity of the triceps brachii muscle were compared to those of controls (n = 7). The SDH activity in this muscle was also estimated.,"Microgravity did not affect the body weight, muscle weight, or fiber CSA, but there was reduced SDH staining intensity of all types of fibers, irrespective of the muscle region (P < 0.05). Microgravity also reduced muscle SDH activity (P < 0.05). Conclusions: Short-term exposure to microgravity induced decreased oxidative capacity, but not atrophy, in the triceps brachii muscle in mice.",Japan Aerospace Exploration Agency (JAXA),Muscle physiology,,,1,Effects of microgravity on the mouse triceps brachii muscle,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-673,True,Musculoskeletal diseases,Musculoskeletal diseases,direct,keyword,
OS-674,Does spaceflight alter SIRT3 activity and mitochondrial function in the liver,"Human exploration beyond Earth's orbit requires long-duration exposure of astronauts to reduced gravitational loading and causes atrophy - a rapid loss of muscle and bone. Radiation exposure also contributes to these deleterious effects. To ensure long-term mission safety and productivity, novel countermeasures are needed to mitigate spaceflight-induced atrophy. However, an improved understanding of the molecular underpinnings of the atrophy process is required to enable identification of these countermeasures.  Key features of skeletal muscle ?? atrophy include decreased protein synthesis, diminished mitochondrial respiratory capacity and increased levels of reactive oxygen species that damage proteins and affect cellular function. Activation of signaling pathways that reverse these processes – decrease reactive oxygen species (ROS) and protect mitochondrial function - may blunt or reverse progression toward atrophy.

Sirtuin 3 (SIRT3), a mitochondrial protein deacetylase, activates mitochondrial respiration, mediates ROS and mitochondrial biogenesis, and is upregulated in response to exercise. SIRT3 activity may serve as a ""switch"" between muscle loss and rebuilding programs and is therefore an intriguing target for potential therapeutic intervention, particularly since our novel preliminary data demonstrate that SIRT3 activity is increased following treatment with pyrroloquinoline quinone (PQQ), a powerful anti-oxidant supplement.

Our overarching hypothesis is that SIRT3 plays a role in mediating signaling pathways leading to atrophy and treatment with PQQ will inhibit progression toward atrophy. We propose to use a systems biology approach, incorporating proteomics, metabolomics and physiological function assays, to characterize SIRT3 expression and function in skeletal muscle obtained from mice flown aboard STS-135.  We will use two ground-based systems, hindlimb suspension (HS) and low-dose/low-dose-rate radiation (LD/LDRR), to model the spaceflight environment and investigate response to treatment with PQQ. Our results will provide unique insights into the potential use of PQQ as a countermeasure against atrophy that may be tested in future flight-based studies.  Our results will point, as well, to potential applications for PQQ treatment in disuse-related disease on Earth.","To test our hypothesis, we propose to carry out the following Specific Aims using liver tissue from 6 spaceflight mice, 6 matched ground controls fed the same diet as the spaceflight mice, 6 ground controls fed normal chow and SIRT3-/- and SIRT3 overexpressing ground controls available in the Friedman lab:
1. Measure SIRT3 expression and activity and NAD+ levels;
2. Purify acetylated proteins and identify those with changes in acetylation levels using a targeted mass spectrometry-based proteomics approach;
3. Assess hepatic and mitochondrial function.",Initial immunoprecipitation did not show significant differences between spaceflight mice and AEM controls.,National Aeronautics and Space Administration (NASA),"Omics
Muscle physiology",,,1,Spaceflight Activates Lipotoxic Pathways in Mouse Liver,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-674,True,Endocrine and metabolic diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,direct,keyword,
OS-675,"Spaceflight effects on renal and intestinal transporters associated with osteopenia and kidney
stone formation and regulation of renal glucose and lipid metabolism","Our hypotheses are that spaceflight will induce: 1) Major alterations in expression or modification of renal and intestinal transporters that regulate a) calcium and phosphate transport, b) uric acid transport, c) acid-base transport, and d) sodium and water transport, and play an important role in bone homeostasis and renal stone formation. These perturbations will be associated with major changes in the expression pattern of nuclear receptors, transcription factors, and G protein coupled receptors that regulate these transport functions; 2) Alterations in the hypoxia inducible factors (HIF-1α and HIF-2α) and their regulatory factors prolyl hydroxylases (PHDs) and factor inhibiting HIF-1α (FIH) will be associated with major changes in regulation of renal glucose and lipid metabolism (12-13).","To test our hypothesis in kidneys and small intestine obtained from A) spaceflight mice and; B) age and sex matched ground controls fed the same diet as the spaceflight mice we will determine: 1) the mRNA and protein abundance of transport proteins that regulate calcium, phosphate, uric acid, acid-base, sodium and water transport, 2) mRNA expression pattern of nuclear receptors, transcription factors, and G protein coupled receptors that are associated with regulation of above transporters, 3) the renal expression of the hypoxia inducible factors (HIF-1α and HIF-2α) and their regulatory factors prolyl hydroxylases (PHDs) and factor inhibiting HIF-1α (FIH), and 4) renal lipid composition and determination of pathways that regulate lipid and glucose metabolism.",No data submitted.  Refer to publication citations.  Summarized and analyzed data may be available through related publications.,National Aeronautics and Space Administration (NASA),"Renal, fluid and electrolyte physiology",,,0,,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-675,True,Kidney diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,Kidney diseases,direct,keyword,
OS-676,Spaceflight environment induces mitochondrial oxidative damage in ocular tissue,"Our published and preliminary data supports our hypothesis that space flight conditions induce early retinal response via oxidative stress, with associated damage in mitochondrial integrity and function, leading to retinal cell death and retinal degeneration.

Aim 1: Determine the role of photoreceptor mitochondria in regulating oxidative stressinduced retinal apoptosis trigged by space flight condition. We will evaluate structural and functional parameters of retinal mitochondria following space flight condition.

Aim 2: Quantify selective neurons, photoreceptors, and glial cell in the retina using stereological analysis following by means of the confocal laser scanning microscopic stereological model.

Collectively, these data will provide quantitative information that is currently unavailable and is needed to estimate the risks of the development of retinal degeneration in astronauts. Such studies could also provide important information that may help in the understanding of similar retinal disease or mitochondrial disease in which oxidative damage has been implicated, and so may help in development of new treatment strategies.",,,National Aeronautics and Space Administration (NASA),"Developmental biology
Cell and molecular biology
Ocular physiological phenomena",,,2,Spaceflight environment induces mitochondrial oxidative damage in ocular tissue | Characterization of mouse ocular response to a 35-day spaceflight mission: Evidence of blood-retinal barrier disruption and ocular adaptations,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-676,True,Cancer; Eye diseases,Cancer,direct,keyword,
OS-677,Biological and metabolic response in STS-135 space-flown mouse skin,"Changes in expression of genes implicated in oxidative stress and in extracellular matrix (ECM) remodeling and selected protein expression profiles in mouse skin were examined after exposure to low-dose-rate (LDR) photon irradiation total dose of 0.25Gy.

Based on our published and preliminary data, our hypothesis is that oxidative stress induced by space flight condition may lead to acute and late response in the skin tissue mediated by shifts in homeostasis as the consequence of down -regulation in cellular antioxidants, increases in production of ROS, and ECM remodeling.

Collectively, environmental triggers are involved in skin aging and skin carcinogenesis. The research is needed in order to better understand pathogenesis and disease progression and to develop new therapeutic strategies and preventive measures of environmental skin disease and injury. Our study will provide a better understanding of the cellular mechanism of other environmental associated oxidative stress-induced alterations. The persistence of changes in immediate early response proteins would support further research on the potential usefulness of biomarkers for environmental radiation/stress exposure.","Apoptotic index, ROS level, gene and protein expression in the oxidative and ECM -associated gene and protein activity will be evaluated using immunohistochemistry (IHC) staining, western blot, and microarray techniques. Morphologic and structural changes will be examined by quantifying fibroblast, and microvessel endothelial cell populations in dermal tissue.",The data revealed that many genes involved in the oxidative stress and ECM regulation were significantly altered at 4 h after LDR irradiation to a total dose of 0.25 Gy.,National Aeronautics and Space Administration (NASA),Developmental biology,,,1,Biological and metabolic response in STS-135 space-flown mouse skin,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-677,True,Cardiovascular diseases; Cancer; Endocrine and metabolic diseases,Cardiovascular diseases,direct,keyword,
OS-678,Protein Expression in Salivary Glands: Effects of Extended Space Flight,"Using biochemical tests and histologic analyses that specific salivary proteins have been affected in salivary gland tissues and cells in mice flown on the space shuttles.  Secretory proteins have specific responses to microgravity: some increase, some decrease, others remain unchanged. An RNA microarray analysis to determine which proteins are altered by travel in space would indicate the nature of the observed biochemical and histological analyses. Ultimately, mouse and human gene sequence homology analysis will contribute to precise identification of protein markers that can be utilized in the design of a saliva testing device.","Seven flight and eight control mouse parotid gland samples were tested by microarray analysis. The service included extraction and isolation of RNA applying quality control of RNA samples using Agilent BioAnalyzer & NanoDrop Mouse OneArray Hybridization Service: Single Color Labeling/ 3 Replications Hybridizations/ Scanning/ Signal Extractions & Normalization. Additionally, Western blotting and morphological (light and electron microscopy and immunohistochemistry and immunocytochemistry) experiments are in progress to determine changes in ultrastructure and in the expression and intracellular localization of proteins that are markers for particular cell types in the salivary glands and/or are indicators of specific cell functions. The number of animals in this mission were 37: 7 flight AEM, 15 control AEM and 15 vivarium controls.","Microarray analyses of parotid gland samples from mice flown on STS-135 and ground control mice showed changes in the expression of genes associated with the cyclic AMP signaling pathway in the flight animals.  The expression of type II PKA regulatory subunit (RII), cyclic AMP specific phosphodiesterase 4A, and adrenergic receptor beta 2A was decreased, while that of adenylyl cyclase 3, A-kinase anchoring protein 13, and cyclic AMP-specific phosphodiesterase 4D was increased.  Changes in protein expression in flight animals, as determined by electron microscopic immunogold labeling, were similar to those observed for STS-131.  The morphology of the glands from flight animals was similar to controls, however an increase in endocytic activity of duct cells was observed.",National Aeronautics and Space Administration (NASA),Developmental biology,,,6,Microgravity alters the expression of salivary proteins | Salivary gland protein expression after Bion-M1 and Space Shuttle STS-135 missions | Responses to spaceflight of mouse mandibular bone and teeth | Response of the mouse sublingual gland to spaceflight | Oral Tissue Responses to Travel in Space | Effects of spaceflight on the mouse submandibular gland,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-678,True,Mental health,Mental health,direct,keyword,
OS-679,Effect of Space Flight on Neurogenesis,"We hypothesize that antagonizing stresses (e.g. vibration, acceleration, radiation, circadian changes) and environmental enrichments (novel three-dimensional environment, voluntary running, and complex spatial cues) will result in alterations to levels of neurogenesis in the mouse hippocampus. We propose to repeat and extend the STS-118 study with brain samples from animals used on STS-135.",,,National Aeronautics and Space Administration (NASA),"Neurophysiology
Network physiology
Neuroscience",,,0,,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-679,True,Neurological diseases; Mental health,Neurological diseases,direct,keyword,
OS-680,Effects of Spaceflight Environment on Immune Parameters,"Preliminary data from a previous space shuttle experiment involving mice (STS-118) suggests that exposure to the spaceflight environment can lead to an anti-inflammatory response. Specifically, we found spaceflight-induced decreases in spleen, liver, and thymus mass. There were also significant reductions in all major leukocyte populations. Similarly, overall T and B cell counts decreased. Although spontaneous blastogenesis increased, there were significant decreases in lipopolysaccharide (LPS)-induced blastogenesis. There were decreases in tumor necrosis factor-  (TNF-) with corresponding increases in interleukins-6 and -10. Finally, there was an upregulation of genes in the liver responsible for ROS scavenging and metabolism including Agr, Cygb, Fmo2, Gpx6, Mb, Nox1, Tmod1, and Ucp3. These published data supporthypothesis that exposure to the spaceflight environment results in a dysregulation of reactive oxygen species (ROS) activity.

Specific Aim 1: Confirm that spaceflight disrupts ROS activity.

Specific Aim 2: Confirm that spaceflight-induced changes in ROS dependent gene expression results in changes in related protein and enzyme levels.

Specific Aim 3: Confirm that spaceflight induced changes in ROS activity results in demonstrable oxidative stress-related damage at the cellular and tissue levels.",Mice were flown onboard STS-135 and returned to Earth for analysis. Livers were collected within 3-4 hours of landing and snap frozen in liquid nitrogen. Samples were shipped to UCI Genomics High Throughput Facility for analysis.  Liver samples were obtained through the NASA Biospecimen Sharing Program.,Liver transcriptomics omics data is available from GeneLab's Data Repository at http://genelab.nasa.gov/data/ under accession number GLDS-25.,National Aeronautics and Space Administration (NASA),Immunology,,,4,Spaceflight Activates Lipotoxic Pathways in Mouse Liver | Is spaceflight-induced immune dysfunction linked to systemic changes in metabolism? | Spaceflight Activates Autophagy Programs and the Proteasome in Mouse Liver | Global transcriptomic analysis suggests carbon dioxide as an environmental stressor in spaceflight: A systems biology GeneLab case study,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-680,True,Cancer; Endocrine and metabolic diseases,Cancer,direct,keyword,
OS-681,STS-135 Cerebellum Transcriptomics,"Our hypothesis is that NADPH oxidase is a critical source of the neurovascular oxidative stress following low-dose, charged-particle radiation exposure that mediates brain vascular remodeling, thus disrupting communication between endothelial cells and astrocytes and altering production of extracellular matrix (ECM) proteins.
Specific Aim 1: Define the relationships between NADPH oxidase expression and vascular damage, and tissue remodeling following space flight condition using neuropathology, stereological and automated image analysis. We will correlate NADPH oxidase-mediated ROS production with changes in hippocampal and cortical vascular endothelial cells, endothelial-associated astrocytes in neurovascular unit.",Cerebellums were collected within 3-4 hours of landing and snap frozen in liquid nitrogen. Samples were shipped to the UCI Genomics High Throughput Facility for analysis.,,National Aeronautics and Space Administration (NASA),"Neuroscience
Omics
Radiation biology",,,1,Proteomic analysis of mouse brain subjected to spaceflight,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-681,True,Cardiovascular diseases; Neurological diseases,Cardiovascular diseases,direct,keyword,
OS-682,Examination of Splenic and Thymic Immune Function in Mice,"The objective of this experiment was to determine effect of short-duration spaceflight on immune function in a murine model (immunocyte distribution, function, cytokine production profiles).","To determine the effect of short-duration spaceflight on immune function in a murine model, murine splenocytes were stimulated immediately post-shuttle flight (14 days). The splenocytes were stimulated with T-cell or monocyte-specific mitogens or toll-like receptor agonists. Phenotype and cell function measurements were performed by flow cytometry. Production of adaptive (IFNg, IL2, IL-4, IL-10, and IL-17a) and innate (TNFa, IL-6) cytokines was determined by cytometric bead array. Postflight data were compared to ground-control splenocytes from age-matched mice.","The CD4+ population decreased postflight with no concurrent decrease in CD8+ cells from shuttle mice postflight. Following T cell-specific stimulation, a significant reduction in production of IL-10 was observed. Following monocyte-specific stimulation a significant increase in IL-6 was observed, and TNFa production was trending towards elevation. Splenocytes also showed significant post-flight increase in bead uptake, increased Class I expression, increased TNF-a and IL-6 production in response to TLR-2 (zymosan) and TLR-4 (LPS) agonists. Dendritic cells showed markedly decreased levels of MHC I and CD86 after stimulation with TLR agonists. Stimulation of T cells with signals that bypassed secondary activation processes increased expression of the IL-2R-alpha chain (CD25), consistent with increase in regulatory T cell function.

These data indicate that alterations in splenocytes phenotype, function and cytokine production patterns are evident following spaceflight. The pattern suggests that some innate immune functions are possibly enhanced, whereas some adaptive immune parameters may be inhibited. Follow up human and in-flight studies will determine if a clinical risk related to immune dysregulation exists for astronauts.",National Aeronautics and Space Administration (NASA),"Immunology
Metabolism and nutrition",,,1,Post-Spaceflight (STS-135) Mouse Splenocytes Demonstrate Altered Activation Properties and Surface Molecule Expression,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-682,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,direct,keyword,
OS-683,"Evaluation of the Effect of Short-Duration Spaceflight on Hepatic Nutrition, Oxidative Damage, and Colon Microflora","During space flight astronauts are exposed to both increased radiation and increased body iron (Fe) stores. Increased body Fe results from a decrease in red blood cell mass and the typically high Fe content of the food system. Radiation exposure and increased Fe status independently cause oxidative damage that can result in oxidation of protein, lipid, and DNA. Here we report two studies evaluating oxidative stress and nutritional status, the first with rats exposed to high dietary Fe and radiation, and the second with mice flown on a 14-day Space Shuttle mission (STS-135).","In the rat study we investigated the combined effects of radiation exposure (0.375 Gy of Cs-137 every other day for 16 days, a total of 3 Gy) and high dietary Fe (650 mg Fe/kg diet versus 45 mg Fe/kg for controls) on male Sprague-dawley rats (n=8/group). We also investigated the effects of space flight on C57BL/6 female mice (ground control, n=15, and flight, n=7). Blood and liver samples were collected from the rats and liver samples were collected from the mice for analysis of oxidative defense systems and oxidative damage indices, along with Fe and related mineral analyses.","Rats
Liver and serum Fe were significantly increased in the high dietary Fe groups, as expected. Liver selenium (Se) remained the same in all four groups, but serum Se tended to decrease in the radiation-treated group. Likewise, radiation exposure increased serum ferritin and Fe concentrations. Hematocrit decreased in the group exposed to radiation, providing a possible mechanism for the shift in Fe indices after radiation exposure. Markers of oxidative stress were also affected by both radiation and high dietary Fe, evidenced by increased liver glutathione peroxidase (GPX) and serum catalase (CAT) as well as decreased serum GPX. The treatments had no effect on serum or liver superoxide dismutase (SOD) or liver CAT.

Mice
There was no difference in liver CAT or SOD between ground control and flown mice. There was also no difference in liver Fe concentration between the two groups. Liver Se decreased significantly in the flight mice. Selenium is integral to cellular oxidative defense mechanisms, including GPX.",National Aeronautics and Space Administration (NASA),Metabolism and nutrition,,,0,,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-683,True,Women's health; Endocrine and metabolic diseases,Women's health,direct,keyword,
OS-684,Long Term Space Flight Impacts on Female Reproductive Health,"Originally selected as part of the BION M1 mission, our project has had the opportunity to be part of the Biospecimen Sharing Program (BSP) for STS-131, STS-133 and STS-135. These additional opportunities have enabled expansion of our flight research to include investigations into the impact of space flight on normal female reproductive health in female mice. Previous space flight experiments involving female rodents have been limited to neonates, ovariectomized, pregnant, or nursing females. No flight data for normal adult estrous cycling female rodents has been published. Furthermore, female astronauts take medications to stop estrous cycles during space flight. As a result, no human data on effects of space flight on normal ovarian function is available.","On STS-135 a larger n, similar to STS-131, provided an excellent opportunity to replicate this study in C57Bl6 as on STS-131. However, an error in a group assignment spreadsheet caused half of the animals that the BSP team received to be drug treated. Regarding the potential impact of the Amgen anti-bone loss drug treatment on these experiments, the target for the Amgen drug is not of regulatory significance in ovary or uterus. A blind analysis of the distribution of appearance and weight of the tissues that were received was performed and resulted in no identification of a bimodal distribution of either parameter within the flight or ground controls, respectively. Therefore, the samples in question were kept.

Specific aim 1: Identify specific histopathology and dysfunction of follicle development, ovaries and uterine horns in normal cycling adult female mice exposed to LEO for 12d (as determined by mission duration) and compare to ground-based controls.

Specific aim 2:Determine if immune challenged mice show alterations in follicle, ovarian and uterine horn structure/function compared to non-challenged controls, and whether microgravity in LEO for 12d exacerbates or reduces the response to an immune challenge. 

Specific aim 3:Determine dysregulation in gene transcription of markers of ovarian and uterine regulation and inflammatory markers in ovary and uterine horns from mice exposed to LEO for 12d and compare to ground-based controls.","Preliminary analysis of our data from both STS-133 and STS-135 confirms the results obtained from STS-131. For STS-133, even though the untreated n's were lower than for STS-131 and STS-135, the flight ovaries for STS-133 still showed a highly significant decline in corporal lutea (to 0, P<0.02).

In summary, our studies on STS-131, STS-133 and STS-135 confirm that space-flight significantly and negatively affects ovarian physiology, subsequently comprising the reproductive potential. The potential impact on other estrogen-regulated systems such as bone, muscle, wound repair and immune functions and whether ERa signaling is a common mechanism underlying space flight effects on these systems needs to be determined.

Taken together, our mouse data suggest that decrements in gonadal endocrine function and steroid hormone receptor signaling may be an underlying mechanism in space flight induced changes on wider physiological systems. Our research in both flight and ground-based systems is exploring the mechanisms that involve these space-related changes, how they relate to the normal aging process, and common mechanisms that could be used to develop countermeasures the will ameliorate both space flight effects on these systems, but also provide solutions to improve the lives and reduce the health risks of the aging individual on earth.",National Aeronautics and Space Administration (NASA),"Cell and molecular biology
Endocrinology",,,1,A tissue retrieval and postharvest processing regimen for rodent reproductive tissues compatible with long-term storage on the International Space Station and postflight biospecimen sharing program,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-684,True,Women's health; Endocrine and metabolic diseases; Musculoskeletal diseases,Women's health,direct,keyword,
OS-685,Biomedical analyses of mice body hair exposed to the space flight,The purpose of this research is to study the effects of the exposure in space flight on gene expression and mineral metabolism by analysing mice skin with body hair and its matrix cells/dermal papilla cells. The experiment on human subjects which seeks the same science objectives will start from this December for the ISS crew (experiment nickname : Hair). This experiment on the mice skin with body hair will greatly complement human hair experiment with more precise analysis on the hair cell part.,,This experiment is not currently targeted for archival. Summarized and analyzed data may be available through publications.,Japan Aerospace Exploration Agency (JAXA),Cell and molecular biology,,,0,,,,,"November 17, 2022",https://osdr.nasa.gov/geode-py/ws/api/experiment/OS-685,True,Endocrine and metabolic diseases,Endocrine and metabolic diseases,direct,keyword,
