osID,title,objectives,approach,results,sponsoringAgency,researchAreas,nasaPrograms,factors,publications_count,publication_titles,principal_investigator,pi_institution,all_people,releaseDate,source_url
SSRE-SOFIE-GEL,Solid Fuel Ignition and Extinction - Growth and Extinction Limit,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 67, 68, 69, 70, 71, 66, 74",,1,"Endo M, Tien JS, Ferkul PV, Olson SL, Johnston MC. Flame growth around a spherical solid fuel in low speed forced flow in microgravity. Fire Technology. 2020 January 1; 56(1): 5-32. DOI: 10.1007/s10694-019-00848-2.",James T'ien,"NASA Glenn Research Center, Cleveland, OH, United States",James T'ien,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOFIE-MIST,Solid Fuel Ignition and Extinction - Material Ignition and Suppression Test,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 70, 71, 72, 73, 66, 74, 75",,1,"Thomsen M, Carmignani L, Rodriguez A, Scudiere C, Liveretou C, Fernandez-Pello AC, Gollner M, Olson SL, Ferkul PV. Downward flame spread rate over PMMA rods under external radiant heating. Fire Technology. 2022 April 30; 22pp. DOI: 10.1007/s10694-022-01245-y.",Carlos Fernandez-Pello,"NASA Glenn Research Center, Cleveland, OH, United States",Carlos Fernandez-Pello,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOFIE-OFFS,Solid Fuel Ignition and Extinction - Oscillatory Flow on Flame Spread,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 71, 74",,0,,James Urban,"Worcester Polytechnic Institute (WPI), Worcester, MA, United States",James Urban,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOFIE-RTDFS,Residence Time Driven Flame Spread,,,,National Aeronautics and Space Administration (NASA),Physical Science,"ISS Expedition 68, 69, 71, 72, 73, 74",,0,,Subrata Bhattacharjee,"NASA Glenn Research Center, Cleveland, OH, United States",Subrata Bhattacharjee,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOLAR-SOLACES,Sun Monitoring on the External Payload Facility of Columbus - SOLar Auto-Calibrating EUV/UV Spectrophotometers,,,,European Space Agency (ESA),Earth and Space Science,"ISS Expedition 16, 17, 18, 19/20, 21/22, 23/24, 25/26, 27/28, 29/30, 31/32, 33/34, 35/36, 37/38, 39/40, 41/42, 43/44, 45/46, 47/48, 49/50",,10,"Schmidtke G, Brunner R, Eberhard D, Halford B, Klocke U, Knothe M, Konz W, Riedel WJ, Wolf H. SOL–ACES: Auto-calibrating EUV/UV spectrometers for measurements onboard the International Space Station. Advances in Space Research. 2006 January; 37(2): 273-282. DOI: 10.1016/j.asr.2005.01.112. | Schmidtke G, Froehlich C, Thuillier G. ISS-SOLAR: Total (TSI) and spectral (SI) irradiance measurements. Advances in Space Research. 2006 January; 37(2): 255-264. DOI: 10.1016/j.asr.2005.01.009. | Nikutowski B, Brunner R, Erhardt C, Knecht S, Schmidtke G. Distinct EUV minimum of the solar irradiance (16-40 nm) observed by SolACES spectrometers onboard the International Space Station (ISS) in August/September 2009. Advances in Space Research. 2011 September; 48(5): 899-903. DOI: 10.1016/j.asr.2011.05.002. | Thuillier G, Froehlich C, Schmidtke G. Spectral and total solar irradiance measurements on board the International Space Station. Proceedings of the 2nd European Symposium on the Utilisation of the International Space Station, Noordwijk, The Netherlands; 1999 February 1. 605. | Schmidtke G, Nikutowski B, Jacobi C, Brunner R, Erhardt C, Knecht S, Scherle J, Schlagenhauf J. Solar EUV irradiance measurements by the auto-calibrating EUV spectrometers (SolACES) aboard the International Space Station (ISS). Solar Physics. 2014 May 1; 289(5): 1863-1883. DOI: 10.1007/s11207-013-0430-5. | Thuillier G, Schmidtke G, Erhardt C, Nikutowski B, Shapiro AI, Bolduc C, Lean J, Krivova NA, Charbonneau P, Cessateur G, Haberreiter M, Melo SM, Delouille V, Mampaey B, Yeo KL, Schmutz W. Solar spectral irradiance variability in November/December 2012: Comparison of observations by instruments on the International Space Station and models. Solar Physics. 2014 December 1; 289(12): 4433-4452. DOI: 10.1007/s11207-014-0588-5. | Haberreiter M. Solar EUV spectrum calculated for quiet sun conditions. Solar Physics. 2011 December 1; 274(1-2): 473-479. DOI: 10.1007/s11207-011-9767-9. | Thuillier G, Bolsee D, Schmidtke G, Foujols T, Nikutowski B, Shapiro AI, Brunner R, Weber M, Erhardt C, Herse M, Gillotay D, Peetermans W, Decuyper W, Pereira N, Haberreiter M, Mandel H, Schmutz W. The solar irradiance spectrum at solar activity minimum between solar cycles 23 and 24. Solar Physics. 2013 December 28; 289: 1931-1958. DOI: 10.1007/s11207-013-0461-y. | Schmidtke G, Jacobi C, Nikutowski B, Erhardt C. Extreme ultraviolet (EUV) solar spectral irradiance (SSI) for ionospheric application - history and contemporary state-of-art. Advances in Radio Science. 2014 November 11; 12: 251-260. DOI: 10.5194/ars-12-251-2014. | Heider E, Pesquet T. The Thomas Pesquet Proxima Mission: An overview of accomplishments and science results. 73rd International Astronautical Congress (IAC), Paris, France; 2022 September 18-22. 25pp.","Gerhard Schmidtke, Fraunhofer-Institut for Physikalische Messtechnik, Freiburg",,"Gerhard Schmidtke, Fraunhofer-Institut for Physikalische Messtechnik, Freiburg",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOLAR-SOLSPEC,Sun Monitoring on the External Payload Facility of Columbus -Sun Monitoring on the External Payload Facility of Columbus -SOLar SPECtral Irradiance Measurements,,,,European Space Agency (ESA),Earth and Space Science,"ISS Expedition 16, 17, 18, 19/20, 21/22, 23/24, 25/26, 27/28, 29/30, 31/32, 33/34, 35/36, 37/38, 39/40, 41/42, 43/44, 45/46, 47/48, 49/50",,14,"Heider E, Pesquet T. The Thomas Pesquet Proxima Mission: An overview of accomplishments and science results. 73rd International Astronautical Congress (IAC), Paris, France; 2022 September 18-22. 25pp. | Thuillier G, Perrin J, Keckhut P, Huppert F. Local enhanced solar irradiance on the ground generated by cirrus: measurements and interpretation. Journal of Applied Remote Sensing. 2013; 7(1): 073543-073543. DOI: 10.1117/1.JRS.7.073543. | Wienhold FG, Anders J, Galuska B, Klocke U, Knothe M, Riedel WJ, Schmidtke G, Singler R, Ulmer U, Wolf H. The solar package on ISS: SOL-ACES. Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science. 2020 January 1; 25(5): 473-476. DOI: 10.1016/S1464-1917(00)00060-X. | Bolsee D, Pereira N, Gillotay D, Pandey P, Cessateur G, Foujols T, Bekki S, Hauchecorne A, Meftah M, Dame L, Herse M, Michel A, Jacobs C, Sela A. SOLAR/SOLSPEC mission on ISS: In-flight performance for SSI measurements in the UV. Astronomy & Astrophysics. 2017 April 1; 600: A21. DOI: 10.1051/0004-6361/201628234. | Meftah M, Dame L, Bolsee D, Hauchecorne A, Pereira N, Sluse D, Cessateur G, Irbah A, Bureau J, Weber M, Bramstedt K, Hilbig T, Thieblemont R, Marchand M, Lefevre F, Sarkissian A, Bekki S. SOLAR-ISS: A new reference spectrum based on SOLAR/SOLSPEC observations. Astronomy & Astrophysics. 2018 March 13; 611(A1): 14pp. DOI: 10.1051/0004-6361/201731316. | Thuillier G, Foujols T, Bolsee D, Gillotay D, Herse M, Peetermans W, Decuyper W, Mandel H, Sperfeld P, Pape S, Taubert DR, Hartmann J. SOLAR/SOLSPEC: Scientific objectives, instrument performance and its absolute calibration using a blackbody as primary standard source. Solar Physics. 2009 June; 257(1): 185-213. DOI: 10.1007/s11207-009-9361-6. | Thuillier G, DeLand M, Shapiro AI, Schmutz W, Bolsee D, Melo SM. The solar spectral irradiance as a function of the Mg ii index for atmosphere and climate modelling. Solar Physics. 2012 April; 277(2): 245-266. DOI: 10.1007/s11207-011-9912-5. | Thuillier G, Melo SM, Lean J, Krivova NA, Bolduc C, Fomichev VI, Charbonneau P, Shapiro AI, Schmutz W, Bolsee D. Analysis of different solar spectral irradiance reconstructions and their Impact on solar heating rates. Solar Physics. 2014 April; 289(4): 1115-1142. DOI: 10.1007/s11207-013-0381-x. | Thuillier G, Bolsee D, Schmidtke G, Foujols T, Nikutowski B, Shapiro AI, Brunner R, Weber M, Erhardt C, Herse M, Gillotay D, Peetermans W, Decuyper W, Pereira N, Haberreiter M, Mandel H, Schmutz W. The solar irradiance spectrum at solar activity minimum between solar cycles 23 and 24. Solar Physics. 2013 December 28; 289: 1931-1958. DOI: 10.1007/s11207-013-0461-y. | Thuillier G, Schmidtke G, Erhardt C, Nikutowski B, Shapiro AI, Bolduc C, Lean J, Krivova NA, Charbonneau P, Cessateur G, Haberreiter M, Melo SM, Delouille V, Mampaey B, Yeo KL, Schmutz W. Solar spectral irradiance variability in November/December 2012: Comparison of observations by instruments on the International Space Station and models. Solar Physics. 2014 December 1; 289(12): 4433-4452. DOI: 10.1007/s11207-014-0588-5. | Meftah M, Bolsee D, Dame L, Hauchecorne A, Pereira N, Irbah A, Bekki S, Cessateur G, Foujols T, Thieblemont R. Solar irradiance from 165 to 400 nm in 2008 and UV variations in three spectral bands during solar cycle 24. Solar Physics. 2016 December 1; 291(12): 3527-3547. DOI: 10.1007/s11207-016-0997-8. | Thuillier G, Froehlich C, Schmidtke G. Spectral and total solar irradiance measurements on board the International Space Station. Proceedings of the 2nd European Symposium on the Utilisation of the International Space Station, Noordwijk, The Netherlands; 1999 February 1. 605. | Unglaub C, Jacobi C, Schmidtke G, Nikutowski B, Brunner R. EUV-TEC proxy to describe ionospheric variability using satellite-borne solar EUV measurements: First results. Advances in Space Research. 2011 May 3; 47(9): 1578-1584. DOI: 10.1016/j.asr.2010.12.014. | Schmidtke G, Froehlich C, Thuillier G. ISS-SOLAR: Total (TSI) and spectral (SI) irradiance measurements. Advances in Space Research. 2006 January; 37(2): 255-264. DOI: 10.1016/j.asr.2005.01.009.",David Bolsée,,David Bolsée,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOLAR-SOVIM,Sun Monitoring on the External Payload Facility of Columbus -SOlar Variable and Irradiance Monitor,,,,European Space Agency (ESA),Earth and Space Science,"ISS Expedition 16, 17, 18",,3,"Mekaoui S, Dewitte S, Conscience C, Chevalier A. Total solar irradiance absolute level from DIARAD/SOVIM on the International Space Station. Advances in Space Research. 2010 June; 45(11): 1393-1406. DOI: 10.1016/j.asr.2010.02.014. | Schmidtke G, Froehlich C, Thuillier G. ISS-SOLAR: Total (TSI) and spectral (SI) irradiance measurements. Advances in Space Research. 2006 January; 37(2): 255-264. DOI: 10.1016/j.asr.2005.01.009. | Thuillier G, Froehlich C, Schmidtke G. Spectral and total solar irradiance measurements on board the International Space Station. Proceedings of the 2nd European Symposium on the Utilisation of the International Space Station, Noordwijk, The Netherlands; 1999 February 1. 605.",Claus Froehlich,"Oerlikon Contraves, Zurich, Switzerland",Claus Froehlich,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOLISS,Demonstration of Small Optical Communication System,,,,Japan Aerospace Exploration Agency (JAXA),Technology Development and Demonstration,"ISS Expedition 57/58, 59/60, 61/62, 63, 65, 64, 66",,3,"Komatsu H, Ohta S, Yamazoe H, Kubo Y, Nakao T, Ito T, Koda D, Sawada H, Ikeda T, Munemasa Y, Kunimori H, Kubooka T, Toyoshima M, Iwamoto K. The pointing performance of the optical communication terminal, SOLISS in the experimentation of bidirectional laser communication with an optical ground station. Free-Space Laser Communications XXXIII, Online Event; 2021 March. 11678F. DOI: 10.1117/12.2577067. | Iwamoto K, Ohta S, Kubo Y, Nakao T, Yamazoe H, Kamata T, Munemasa Y, Kunimori H, Toyoshima M, Koda D, Sawada H, Ikeda T. Experimental results on in-orbit technology demonstration of SOLISS. Free-Space Laser Communications XXXIII, Online Event; 2021 March. 116780D. DOI: 10.1117/12.2578089. | Trinh PV, Kolev DR, Shiratama K, Carrasco-Casado A, Munemasa Y, Yamazoe H, Komatsu H, Kamata T, Nakao T, Ohta S, Iwamoto K, Fujiwara M, Tsuji H, Toyoshima M. Experimental verification of fiber coupling characteristics for FSO downlinks from the International Space Station. Optics Express. 2023 February 27; 31(5): 9081-9097. DOI: 10.1364/OE.484512.","Kyohei Iwamoto, Sony Computer Science Laboratories","Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan","Kyohei Iwamoto, Sony Computer Science Laboratories",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOLO,SOdium LOading in Microgravity,,,,European Space Agency (ESA),Human Research,"ISS Expedition 17, 18, 19/20, 23/24, 25/26, 27/28, 29/30, 31/32",,3,"Frings-Meuthen P, Baecker N, Heer MA. Low-grade metabolic acidosis may be the cause of sodium chloride-induced exaggerated bone resorption. Journal of Bone and Mineral Research. 2008 April; 23(4): 517-524. DOI: 10.1359/jbmr.071118. | Heer MA, Frings-Meuthen P, Titze J, Boschmann M, Frisch S, Baecker N, Beck L. Increasing sodium intake from a previous low or high intake affects water, electrolyte and acid-base balance differently. British Journal of Nutrition. 2009 May; 101(9): 1286-1294. DOI: 10.1017/S0007114508088041. | Frings-Meuthen P, Luchitskaya ES, Jordan J, Tank J, Lichtinghagen R, Smith SM, Heer MA. Natriuretic peptide resetting in astronauts. Circulation. 2020 May 12; 141(19): 1593-1595. DOI: 10.1161/CIRCULATIONAHA.119.044203.",Martina Heer,,Martina Heer,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SONOKARD,Studying the Body's Physiological Functions Using a Non-contact Method During Sleep During Long-term Space Flight (Sonokard),,,,State Space Corporation ROSCOSMOS (ROSCOSMOS),Human Research,"ISS Expedition 16, 17, 18, 19/20, 21/22, 23/24, 25/26, 27/28, 29/30, 31/32, 33/34",,20,"Fedorova IN, Funtova II, Chernikova AG, Bogomolov VV, Baevsky RM. First results of the Sonocard experiment on board the ISS. 17th IAA Humans in Space Symposium, Moscow, Russia; 2009. | Chernikova AG, Funtova II, Baevsky RM. Evaluation of functional status of ISS crewmembers based on analysis of heart rate variability. 17th IAA Humans in Space Symposium, Moscow, Russia; 2009. | Luchitskaya ES, Funtova II, Katuntsev VP, Baevsky RM. Analysis of heart rate variability during sleep before and after performing a spacewalk. 5th All-Russian Conference on Analyzing Heart Rate Variability, Izhevsk, Russia; 2011 October 26-28. | Slepchenkova IN, Luchitskaya ES, Funtova II, Baevsky RM. Heart rate variability during sleep in weightlessness. 5th All-Russian Conference on Analyzing Heart Rate Variability, Izhevsk, Russia; 2011 October 26-28. | Funtova II, Luchitskaya ES, Slepchenkova IN, Tank J, Baevsky RM. Comparative assessment of the results of daytime and nighttime research on heart rate variability on board the International Space Station. 5th All-Russian Conference on Analyzing Heart Rate Variability, Izhevsk, Russia; 2011 October 26-28. | Fedorova IN, Chernikova AG. Study of the possibility of obtaining real-time data on ISS crewmember health status using data from the Sonocard experiment. 8th Scientific Conference of Young Scientists. Dubna, Russia; 2004. 53-54. | Fedorova IN, Chernikova AG, Funtova II. Analysis of heart rate variability in ISS crewmembers during sleep. 11th All-Russian Scientific-Educational Forum Cardiology-2009, MEDI-Ekspo, Moscow, Russia; 2009. | Baevsky RM, Funtova II, Chernikova AG, Slepchenkova IN. Research experiment Sonocard onboard the International Space Station: Methodology and opportunities. 14th Congress of the International Society for Holter and Noninvasive Electrocardiology, Moscow, Russia; 2011 April. | Luchitskaya ES, Chernikova AG, Funtova II, Baevsky RM. Analysis of heart rate variability in space medicine. Results of research on the International Space Station. 4th Russian National Congress on Clinical Electrocardiology, Velikiy Novgorod, Russia; 2010. | Slepchenkova IN, Luchitskaya ES. Use of the Sonocard and Pneumocard onboard complexes in a 105-Day experiment for the MARS-500 Project. 4th European Congress Medicine in Space and in Extreme Environments Achievements for Health Care on Earth, Berlin, Germany; 2010. | Funtova II, Baevsky RM, Luchitskaya ES, Slepchenkova IN, Drescher J, Tank J. Day- vs. night time heart rate variability changes in microgravity: experiments ""Pneumocard"" and ""Sonocard"". 62nd International Astronautical Congress, Cape Town, South Africa; 2011. | Baevsky RM, Funtova II, Luchitskaya ES, Slepchenkova IN, Chernikova AG, Osipov Y, Katuntsev VP. Application of equipment Sonocard for functional reserves evaluation during extravehicular activity. 62nd International Astronautical Congress, Cape Town, South Africa; 2011. | Baevsky RM. Current problems of space cardiology. Human Physiology. 2010 December 24; 36(7): 754-765. DOI: 10.1134/S0362119710070042. | Funtova II, Luchitskaya ES, Slepchenkova IN, Chernikova AG, Baevsky RM. Noninvasive investigation of the body functional state during night sleep in microgravity. Cardiometry. 2014 November 14; (5): 50-65. DOI: 10.12710/cardiometry.2014.5.5065. | Chernikova AG, Funtova II, Baevsky RM. Evaluation of the functional state of the International Space Station crewmembers on the basis of heart rate variability analysis. 60th International Astronautical Congress, Daejeon, Republic of Korea; 2009 October 12-16. | Baevsky RM, Funtova II, Diedrich A. Dissociation of peripheral and central cardiovascular adaptation during long term space flight. 60th International Astronautical Congress, Daejeon, Republic of Korea; 2009 October 12-16. | Fedorova IN, Funtova II, Chernikova AG, Bogomolov VV, Baevsky RM. Results and prospects of research experiment Sonocard aboard the International Space Station. 60th International Astronautical Congress, Daejeon, Republic of Korea; 2009 October 12-16. | Funtova II, Luchitskaya ES, Slepchenkova IN, Chernikova AG, Baevsky RM. [The research of functional conditions in humans during night sleep during prolonged exposure to microgravity. Space experiment ""Sonocard""]. Clinical Informatics and Telemedicine. 2013; 9(10): 59-74. | Baevsky RM, Funtova II, Prilutsky DA, Strugov OM, Sedletskiy VS, Chernikova AG. System of non-contact, uninterrupted recording of heart rate, respiratory rate, and motor activity in cosmonauts for round-the-clock recording of signals. Federal Service for Intellectual Property. 73772. 2008 June 10. | Baevsky RM, Bogomolov VV, Funtova II, Slepchenkova IN, Chernikova AG. [Potentiality of building-up the medical operations system for long-duration space missions by noncontact physiological functions recording during sleep time]. Aviakosmicheskaia i Ekologicheskaia Meditsina (Aerospace and Environmental Medicine). 2009 Nov-Dec; 43(6): 3-8.",Irina Funtova,,Irina Funtova,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOPHONSTER,SOPHie&rsquo;s ON hamSTER,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 73,,0,,"Eugene Wang, Sophie's BioNutrients B.V., Wageningen","BioServe Space Technologies, Boulder, CO, United States","Eugene Wang, Sophie's BioNutrients B.V., Wageningen",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SORET-FACET,Study on Soret effect (thermal diffusion process) for the mixed solution by the in-situ observation technique facilitated at SCOF,,,,Japan Aerospace Exploration Agency (JAXA),Physical Science,"ISS Expedition 33/34, 39/40, 41/42, 43/44",,4,"Osada T, Hashimoto Y, Tomaru M, Suzuki S, Inatomi Y, Ito Y, Shimaoka T. Improvement of Interference Fringe Analysis for Soret Coefficient Measurement in Soret-Facet Mission. International Journal of Microgravity Science and Application. 2016 October 31; 33(4): 330407. DOI: 10.15011//jasma.33.330407. | Orikasa I, Odajima T, Tominaga K, Suzuki S. Machine learning of phase analysis-unwrapping procedure for time series of interference fringe intensity. International Journal of Microgravity Science and Application. 2021 October 31; 38(4): 380401. DOI: 10.15011/jasma.38.380401. | Orikasa I, Osada T, Tomaru M, Suzuki S, Inatomi Y. Improvement in phase analysis using spatio-temporal Images for Soret coefficient measurements. International Journal of Microgravity Science and Application. 2019 July; 36(3): 360306. DOI: 10.15011//jasma.36.360306. | Tomaru M, Osada T, Orikasa I, Suzuki S, Inatomi Y. Analysis method using two-wavelength Mach-Zehnder Interferometer for the measurement of Soret coefficients in Soret-Facet mission on ISS. Microgravity Science and Technology. 2019 February; 31: 49-59. DOI: 10.1007/s12217-018-9664-z.",Shinsuke Suzuki,"JAXA TKSC Space Environment Utilization Center, Tsukuba, Japan",Shinsuke Suzuki,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SORGE,"Soldering in Reduced Gravity Experiment, SDTO 17003-U",,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 14,,6,"Pettegrew RD, Struk PM, Oeftering RC, Easton JW, Gorecki GE, Truong DK. Repair of Electronics for Long Duration Spaceflight. 45th Aerospace Sciences Meeting and Exhibit, Reno, NV; 2007 January 8. 7pp. DOI: 10.2514/6.2007-1364. | Easton JW, Struk PM, Rotella A. Imaging and Analysis of Void-Defects in Solder Joints Formed in Reduced Gravity Using High-Resolution Computed Tomography. 46th Aerospace Sciences Meeting and Exhibit, Reno, NV; 2008. | Pettegrew RD, Easton JW, Struk PM, Anderson EE. In-Flight Manual Electronics Repair for Deep-Space Missions. 2007 IEEE Aerospace Conference, Big Sky, MT; 2007 March. 1208. DOI: 10.1109/AERO.2007.352727. | Pettegrew RD, Struk PM, Watson JK, Haylett DR, Downs RS. Gravitational Effects on Solder Joints. Welding Journal. 2003; 82(10): 44-48. | Watson JK, Struk PM, Pettegrew RD, Downs RS. Experimental Investigation of Solder Joint Defect Formation and Mitigation in Reduced-Gravity Environments. Journal of Spacecraft and Rockets. 2007 January; 44(1): 174-182. DOI: 10.2514/1.22842. | Easton JW, Struk PM. Current space station experiments investigating component level electronics repair. AIAA SPACE 2009 Conference & Exposition, Pasadena, CA; 2009 September 14. 13pp. DOI: 10.2514/6.2009-6798.",Peter Struk,"National Center for Space Exploration Research, Cleveland, OH, United States",Peter Struk,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SORTIE,Scintillation Observations &amp; Response of The Ionosphere to Electrodynamics,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,ISS Expedition 61/62,,0,,Geoffrey Crowley,"Atmospheric & Space Technology Research Associates, LLC (ASTRA), Louisville, CO, United States",Geoffrey Crowley,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOUNDSEE-MISSION,Investigation of Deep Audio Analytics on the International Space Station,,,,National Aeronautics and Space Administration (NASA),Technology Development and Demonstration,"ISS Expedition 57/58, 61/62, 65, 67, 68, 69, 64, 66",,1,"Bondi L, Chuang G, Ick C, Dave A, Shelton C, Coltin B, Smith T, Das S. Acoustic imaging aboard the International Space Station (ISS): Challenges and preliminary results. ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing, Singapore, Singapore; 2022 May. 5108-5112. DOI: 10.1109/ICASSP43922.2022.9746256.",Samarjit Das,"Bosch Research, Pittsburgh, PA, United States",Samarjit Das,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SOYUZ-SPACECRAFT-OCCUPANT-RISK,Soyuz/Spacecraft Occupant Risk Characterization,,,,National Aeronautics and Space Administration (NASA),Human Research,"ISS Expedition 55/56, 57/58, 59/60, 61/62, 63, 65, 68, 69, 70, 71, 72, 73, 64, 74",,0,,Preston Greenhalgh,"NASA Johnson Space Center, Human Research Program, ISS Medical Project, Houston, TX, United States",Preston Greenhalgh,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-AGE,Tissue Engineered Liver Immune Chips in Microgravity as a Novel Platform to Study the Effect of Aged Immune Cells on Behavior and Regenerative Capacity of Liver Stem Cells,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,"ISS Expedition 69, 70",,0,,Sonja Schrepfer,"University of California, San Francisco (UCSF), San Francisco, CA, United States",Sonja Schrepfer,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-AGING,Study of the effects of space flight on the aging of <em>C. elegans</em>,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,"ISS Expedition 41/42, 43/44",,3,"Honda Y, Higashibata A, Matsunaga Y, Yonezawa Y, Kawano T, Higashitani A, Kuriyama K, Shimazu T, Tanaka M, Szewczyk NJ, Ishioka N, Honda S. Genes down-regulated in spaceflight are involved in the control of longevity in Caenorhabditis elegans. Scientific Reports. 2012 July 5; 1(487): 7 pp. DOI: 10.1038/srep00487. | Honda Y, Fujita Y, Maruyama H, Araki Y, Ichihara K, Sato A, Kojima T, Tanaka M, Nozawa Y, Ito M, Honda S. Lifespan-Extending Effects of Royal Jelly and Its Related Substances on the Nematode Caenorhabditis elegans. PLOS ONE. 2011 August; 6(8): e23527. DOI: 10.1371/journal.pone.0023527. | Honda Y, Tanaka M, Honda S. Trehalose extends longevity in the nematode Caenorhabditis elegans. Aging Cell. 2010 August; 9(4): 558-569. DOI: 10.1111/j.1474-9726.2010.00582.x.",Yoko Honda,"JAXA TKSC Space Environment Utilization Center, Tsukuba, Japan",Yoko Honda,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-ALGAE,Domesticating Algae for Sustainable Production of Feedstocks in Space,,,,National Aeronautics and Space Administration (NASA),Biology and Biotechnology,ISS Expedition 55/56,,0,,Mark Settles,"ISS National Laboratory/Center for the Advancement of Science in Space (CASIS), Melbourne, FL, United States",Mark Settles,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-AS-LIB,Space Demonstration for All Solid-State Li Ion Battery,,,,Japan Aerospace Exploration Agency (JAXA),Technology Development and Demonstration,"ISS Expedition 67, 68, 69, 70, 66",,1,"Miyazawa Y, Shimada T, Fuse T, Shimada S, Nishiura S, Okamoto H, Okawa T, Hoshino T, Kawasaki O, Naito H. Space demonstration of all-solid-state lithium-ion batteries aboard the International Space Station. Aerospace. 2025 June 6; 12(6): 514. DOI: 10.3390/aerospace12060514.",Hidetake Okamoto,"Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan",Hidetake Okamoto,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-BASICS-OUTREACH,Cosmic Outreach and Research Videos for Hungarian Students,,,,National Aeronautics and Space Administration (NASA),Educational and Cultural Activities,ISS Expedition 73,,0,,"Balazs Fehérpataky, Mathias Corvinus Collegium, Budapest","Axiom Space, Inc., Houston, TX, United States","Balazs Fehérpataky, Mathias Corvinus Collegium, Budapest; Barbara Mutschler, Mathias Corvinus Collegium, Budapest; Agnes Both, Mathias Corvinus Collegium, Budapest",,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-BD-SDP-2,Space BD Space Delivery Project 2,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 68,,0,,Genki Hiraga,"Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan",Genki Hiraga,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-BD-SDP-3,Space BD Space Delivery Project 3,,,,Japan Aerospace Exploration Agency (JAXA),Educational and Cultural Activities,ISS Expedition 70,,0,,Hoshiko Nakata,"Japan Aerospace Exploration Agency (JAXA), Tsukuba, Japan",Hoshiko Nakata,,https://www.nasa.gov/mission/station/research-explorer/
SSRE-SPACE-BIODEGRADATION,Inorganic Nutrients Generation from Organic Substances,,,,Japan Aerospace Exploration Agency (JAXA),Biology and Biotechnology,ISS Expedition 73,,0,,Ryosuke Endo,"Chiyoda Advanced Solutions Corporation, Yokohama City, Japan",Ryosuke Endo,,https://www.nasa.gov/mission/station/research-explorer/
